job_title,company,location,salary,date,url
glazier,Future Tech Glass and Closet Organizers,Surrey (BC),$37.50 hourly,"May 05, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49461105?source=searchresults
framer-carpenter,Camosack Property Services Inc.,Victoria (BC),$32.00 to $38.00 hourly (to be negotiated),"May 05, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49460268?source=searchresults
building maintenance supervisor,Takhar Drywall Ltd.,Surrey (BC),$37.50 hourly,"May 05, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49459769?source=searchresults
carpenter,REVOLUTION KITCHEN IDEA LTD,Surrey (BC),$37.00 hourly,"May 05, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49459707?source=searchresults
building maintenance supervisor,Spick-and-Span Janitorial Services,Burnaby (BC),$37.50 hourly,"May 05, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49457926?source=searchresults
duct installer,BEST HVAC SOLUTIONS LTD.,Surrey (BC),$36.60 hourly,"May 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49451451?source=searchresults
cable installer helper,Techno Way Installation ltd.,Abbotsford (BC),$37.00 hourly,"May 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49451360?source=searchresults
carpenter,Ajuni Doors Ltd.,Surrey (BC),$31.60 hourly,"May 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49451332?source=searchresults
carpenter,Fairmont Window,Richmond (BC),$37.00 hourly,"May 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49451036?source=searchresults
electrician,Dream Electric Ltd.,Surrey (BC),$37.00 hourly,"May 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49450805?source=searchresults
industrial mechanic,EAGLE DISPOSAL INC,Richmond (BC),$37.00 hourly,"May 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49450471?source=searchresults
kitchen cabinet installer,Danma Kitchen Cabinets Ltd.,Delta (BC),$37.00 hourly,"May 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49450293?source=searchresults
"carpenter, houses",TQ DESIGN CABINETRY,Coquitlam (BC),$30.00 to $35.00 hourly (to be negotiated),"May 03, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49442034?source=searchresults
electrical apprentice,SMARTWORK ELECTRICAL LTD,Surrey (BC),$18.14 to $38.34 hourly,"May 15, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49523785?source=searchresults
painter,Caddy Painting and Renovations Ltd.,Surrey (BC),$29.50 hourly,"May 01, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49434598?source=searchresults
drapery installer,Blindscape Industries Inc.,Langley (BC),$27.00 hourly,"May 01, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49434575?source=searchresults
glazier,Alliance Glass Doors Inc,Surrey (BC),$37.50 hourly,"May 01, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49433653?source=searchresults
siding installer,Anand Siding Ltd.,Surrey (BC),$28.00 hourly,"April 30, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49430554?source=searchresults
ironworker,A.R.M. Reinforcing Ltd,Langford (BC),$41.00 hourly,"April 30, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49427155?source=searchresults
framer-carpenter,My05 Contracting Ltd.,Surrey (BC),$31.50 hourly,"April 30, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49426800?source=searchresults
carpenter,Finishing Touch Carpentry Ltd.,Chilliwack (BC),$32.00 hourly,"April 30, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49563642?source=searchresults
glazier,Limax Roofing and Building Maintenance LTD.,Victoria (BC),$36.75 hourly,"April 29, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49423949?source=searchresults
telecommunications line installer,Jay-Smart Technologies Inc.,Vernon (BC),$40.50 hourly,"April 29, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49423853?source=searchresults
electrician,IGS Electric Ltd.,Surrey (BC),$37.15 hourly,"April 29, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49423233?source=searchresults
carpenter,Param Landscaping and Fencing Ltd.,Vancouver (BC),$36.75 hourly,"April 29, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49422998?source=searchresults
electrician,Morning Star Electrical Ltd.,Surrey (BC),$37.00 hourly,"April 29, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49422889?source=searchresults
carpenter,URBAN PARK DEVELOPMENT LTD.,Kelowna (BC),$37.00 hourly,"April 29, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49422728?source=searchresults
journeyman/woman ironworker,Shillito's Steel,Squamish (BC),$38.09 hourly,"April 29, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49422693?source=searchresults
carpenter,VICTORIA PRO SIDING INC.,Langford (BC),$36.60 hourly,"April 29, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49564175?source=searchresults
painter,Whirlpool Contracting Ltd.,Surrey (BC),$36.65 hourly,"April 29, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49419934?source=searchresults
"fabricator, steel",BWL Marine Services,Salt Spring Island (BC),$36.00 hourly,"April 29, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49418869?source=searchresults
duct installer,Advance air solutions ltd,Surrey (BC),$36.70 hourly,"April 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49416475?source=searchresults
electrician,Seahog Electric Contracting Ltd.,Surrey (BC),$38.00 hourly,"April 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49416465?source=searchresults
electrician,NORTHERN LIGHTING,Richmond (BC),$34.57 to $40.00 hourly (to be negotiated),"April 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49416245?source=searchresults
carpenter,RELIABLE EXTERIOR FINISHING LTD.,Surrey (BC),$36.70 hourly,"April 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49416175?source=searchresults
"installer, siding",Rhino Wrap & Scaffolding Services Ltd,Surrey (BC),$36.60 hourly,"April 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49415958?source=searchresults
carpenter,SKH Development Ltd.,Richmond (BC),$32.00 hourly,"April 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49415947?source=searchresults
painting supervisor - residential,VDS PAINTING AND DECORATING INC,Coquitlam (BC),$37.50 hourly,"April 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49415897?source=searchresults
framer-carpenter,JSS FORMING & MINI EXCAVATING SERVICES LTD.,Surrey (BC),$37.50 hourly,"April 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49415258?source=searchresults
carpenter,Mehak Drywall Ltd,Surrey (BC),$36.60 hourly,"April 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49414580?source=searchresults
carpenter,ON HUNT FRAMING LTD,Mission (BC),$37.00 hourly,"April 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49414067?source=searchresults
ride mechanical technician,"Flyover Vancouver, Inc.",Vancouver (BC),$42.45 to $46.07 hourly (to be negotiated),"April 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49408333?source=searchresults
interior finish carpenter,Precision Home and Yard,Prince George (BC),$33.50 hourly,"April 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49408203?source=searchresults
electrician,RICKY'S ELECTRIC LTD,Abbotsford (BC),$38.25 hourly,"April 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49543450?source=searchresults
electrician,V-CAN Engineering Inc.,Surrey (BC),$36.60 hourly,"April 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49407564?source=searchresults
electrician,RobotHouse,Vernon (BC),$36.60 hourly,"April 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49407548?source=searchresults
sign installer,Jassal Signs,Surrey (BC),$38.00 hourly,"April 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49407104?source=searchresults
countertop installer,River City Countertops Ltd,Kamloops (BC),$36.60 hourly,"April 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49406828?source=searchresults
painter,CP PAINTING LTD.,Surrey (BC),$36.60 hourly,"April 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49405465?source=searchresults
mechanic helper,Ready to Haul Transportation Ltd.,Surrey (BC),$24.00 hourly,"April 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49545516?source=searchresults
carpenter,Pristine Projects Ltd,Surrey (BC),$32.00 hourly,"April 26, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49402319?source=searchresults
electrician,NANAK ELECTRIC CORPORATION,Surrey (BC),$37.00 hourly,"April 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49398471?source=searchresults
telecommunications lineman/woman,AerialTech Communications ltd.,Langley (BC),$37.00 hourly,"April 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49395154?source=searchresults
painter,XYZ Painting,Delta (BC),$30.00 hourly,"April 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49394750?source=searchresults
kitchen cabinet installer,Millennium Glass & Woodworking Ltd,Surrey (BC),$37.00 hourly,"April 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49394341?source=searchresults
roofers foreman/woman,Adanac Roofing Ltd.,Langley (BC),$37.50 hourly,"April 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49393950?source=searchresults
carpenter,Westway Luxury Homes Inc.,Surrey (BC),$37.00 hourly,"April 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49394025?source=searchresults
carpenter,West Way Drywall Ltd.,Surrey (BC),$37.00 hourly,"April 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49389757?source=searchresults
heavy equipment operator,A.K. Landscaping Services Ltd.,Langley (BC),$37.50 hourly,"April 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49388532?source=searchresults
metal scaffold erector,Skookum Scaffolding Ltd.,Delta (BC),$38.09 hourly,"April 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49388213?source=searchresults
industrial mechanic and millwright,GFL Environmental Inc.,Delta (BC),$42.00 hourly,"April 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49386494?source=searchresults
electrician,A1 CHEEMA ELECTRICAL LTD.,Surrey (BC),$36.60 to $39.00 hourly (to be negotiated),"April 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49384534?source=searchresults
carpenter,M&W Enterprises Ltd,Delta (BC),$37.00 hourly,"April 22, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49382960?source=searchresults
carpenter,Enfield Formwork Ltd.,Abbotsford (BC),$31.50 to $37.00 hourly (to be negotiated),"April 22, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49557449?source=searchresults
line installer-repairer - telecommunications,PB30 CONTRACTING LTD.,Surrey (BC),$36.60 hourly,"April 22, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49382245?source=searchresults
painter,Spectrum Painting Ltd.,Burnaby (BC),$27.09 hourly,"April 22, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49381679?source=searchresults
carpenter,OPUS FORMING INC.,Surrey (BC),$36.60 hourly,"April 22, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49381693?source=searchresults
electrician,Ardore frame & Drywall Ltd,Surrey (BC),$36.60 hourly,"April 22, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49381705?source=searchresults
carpenter,RATHAUR DRYWALL LTD.,Surrey (BC),$36.60 hourly,"April 22, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49381612?source=searchresults
painter,Coastal Horizon constrution Inc.,Delta (BC),$29.00 hourly,"April 22, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49381443?source=searchresults
countertop installer,VI Granite & Quartz Countertops Ltd.,Nanaimo (BC),$24.00 to $37.00 hourly (to be negotiated),"April 22, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49381410?source=searchresults
diesel mechanic helper,F R C LOGISTICS LTD.,Surrey (BC),$24.00 hourly,"April 22, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49381099?source=searchresults
building maintenance supervisor,Northern Motor Inn,Thornhill (BC),$37.50 to $38.50 hourly (to be negotiated),"April 21, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49376507?source=searchresults
painter,SAPPHIRE DESIGNS LTD,Surrey (BC),$36.60 hourly,"April 21, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49376538?source=searchresults
steel stud framer - carpentry,Artistic Drywall Ltd.,North Vancouver (BC),$37.00 hourly,"April 21, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49375984?source=searchresults
glazier,Spartan Glazing Inc.,Langley (BC),$36.60 hourly,"April 21, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49375199?source=searchresults
carpenter,Royal Providence Management,Vancouver (BC),$37.00 hourly,"April 21, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49374351?source=searchresults
excavator operator,G & K EXCAVATION & DEMOLITION SERVICES LTD.,Richmond (BC),$36.70 hourly,"April 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49498195?source=searchresults
Railings installer,Trueline Moulding Group Inc,Kelowna (BC),$37.00 hourly,"April 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49369107?source=searchresults
"installer, electric household appliances - residential and commercial equipment",ORAY FIREPLACES LTD,Surrey (BC),$36.60 hourly,"April 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49368574?source=searchresults
carpenter,TITAN EXTERIOR LTD.,Surrey (BC),$36.80 hourly,"April 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49589460?source=searchresults
sign installer,CNC Channel Sign Ltd.,Burnaby (BC),$37.00 hourly,"April 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49366713?source=searchresults
carpenter,Lambert Built Ltd,Prince George (BC),$36.60 hourly,"April 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49366774?source=searchresults
painter,J.Y Tiling LTD,Langford (BC),$27.00 to $28.00 hourly (to be negotiated),"April 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49356175?source=searchresults
building maintenance supervisor,Best Western Terrace Inn and Terrace Inn Liquor Store,Terrace (BC),$37.50 hourly,"April 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49356177?source=searchresults
siding installer,K.S Exterior Ltd,Surrey (BC),$28.00 hourly,"April 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49355709?source=searchresults
building maintenance supervisor,The Tide's Inn,Parksville (BC),$36.75 hourly,"April 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49355570?source=searchresults
steel stud framer - carpentry,Enactpro Contracting Ltd.,Burnaby (BC),$36.60 hourly,"April 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49355256?source=searchresults
glazier,HIGHRISE GLASS LTD.,Coquitlam (BC),$36.60 hourly,"April 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49544503?source=searchresults
office furniture installer,B.C Murphy wall bed ltd.,Richmond (BC),$28.00 to $30.00 hourly (to be negotiated),"April 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49354688?source=searchresults
heavy equipment operator,Pacific Lumber Remanufacturing Inc.,Surrey (BC),$37.50 hourly,"April 16, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49350626?source=searchresults
carpenter,JKWG Development Inc.,Coquitlam (BC),$37.00 to $38.50 hourly (to be negotiated),"April 16, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49350572?source=searchresults
painter,Noor Painting,Surrey (BC),$28.00 hourly,"April 16, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49350602?source=searchresults
carpenter,Father And Son Masonry And Curbing,Surrey (BC),$31.50 hourly,"April 16, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49349994?source=searchresults
electrician,RAICO CONTRACTING LTD.,Surrey (BC),$34.57 to $40.00 hourly (to be negotiated),"April 16, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49348748?source=searchresults
rigger - telecommunications,Canadian Network Installations,Coquitlam (BC),$40.29 hourly,"April 16, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49348973?source=searchresults
carpenter supervisor,Sunrise kitchens,Surrey (BC),$38.50 hourly,"April 15, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49520710?source=searchresults
painter,GCT Contracting Inc.,North Vancouver (BC),$28.00 hourly,"April 15, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49341853?source=searchresults
electrician,Ample Star Electrical Ltd.,Delta (BC),$37.00 hourly,"April 14, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49335655?source=searchresults
glazier,Perfect Auto & Window Glass Ltd.,Surrey (BC),$36.70 hourly,"April 14, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49333992?source=searchresults
carpenter,Future Tech Glass and Closet Organizers,Surrey (BC),$37.50 hourly,"April 14, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49334182?source=searchresults
building maintenance supervisor,Canadian Tire #363,Fort St. John (BC),$37.50 hourly,"April 14, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49334143?source=searchresults
mechanic helper,Kitasoo Seafoods LP,Klemtu (BC),$25.00 hourly,"April 14, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49332085?source=searchresults
painter,TSS Painting Ltd,Surrey (BC),$37.00 hourly,"April 14, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49331205?source=searchresults
material handling equipment mechanic,Fresh Start Foods,Richmond (BC),$37.00 to $39.75 hourly (to be negotiated),"April 14, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49329101?source=searchresults
diamond drill operator - surface mining and quarrying,Omineca Diamond Drilling Ltd,Smithers (BC),$40.00 to $52.50 hourly (to be negotiated),"April 14, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49325626?source=searchresults
carpenter,Restruction Building Services Ltd.,Surrey (BC),$37.00 hourly,"April 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49305782?source=searchresults
framer-carpenter,STEALTH FRAMING LTD.,Langley (BC),$36.65 hourly,"April 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49305126?source=searchresults
building maintenance supervisor,Grime Fighters Service Group Ltd,Vancouver (BC),$37.44 hourly,"April 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49304109?source=searchresults
excavator foreman/woman,GBA DEMOLITION & EXCAVATING LTD.,Surrey (BC),$41.25 hourly,"April 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49303028?source=searchresults
carpenter,C&C CONCRETE AND COATINGS LTD.,Vancouver (BC),$36.75 hourly,"April 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49303058?source=searchresults
ironworker,Shiwalik Rebar and Dampproofing Ltd.,Surrey (BC),$38.10 hourly,"April 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49300512?source=searchresults
glazier,JB ALUMINUM & GLASS PRODUCTS LTD,Surrey (BC),$31.00 hourly,"April 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49300522?source=searchresults
mechanic helper,Deccan Transport Company,Abbotsford (BC),$24.10 hourly,"April 11, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49291266?source=searchresults
painter,MATSQUI PAINTING & COATINGS LTD,Abbotsford (BC),$37.00 hourly,"April 10, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49450790?source=searchresults
carpenter,NEW DREAM LANDSCAPING LTD.,Surrey (BC),$37.00 hourly,"April 10, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49268454?source=searchresults
heavy equipment operator apprentice,Nels Ostero Ltd.,Taylor (BC),$37.00 hourly,"April 10, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49521173?source=searchresults
steel fabricator,Lochhead Haggerty Engineering & Manufacturing Co. Ltd.,Delta (BC),$34.00 to $48.00 hourly (to be negotiated),"April 10, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49266721?source=searchresults
fence installer,A.K. Landscaping Services Ltd.,Langley (BC),$36.75 hourly,"April 10, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49264803?source=searchresults
cabinetmakers foreman/woman,Cloud Couches Inc.,Surrey (BC),$38.00 hourly,"April 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49250145?source=searchresults
painter,Fantastic Painting Ltd.,Surrey (BC),$37.50 hourly,"April 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49524382?source=searchresults
glazier,Flynn Canada Ltd.,Saanichton (BC),$36.00 to $51.00 hourly (to be negotiated),"April 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49245438?source=searchresults
glazier,Flynn Canada Ltd.,Surrey (BC),$36.00 to $51.00 hourly (to be negotiated),"April 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49245440?source=searchresults
mechanic helper,L M DIESELS TRUCK & TRAILER REPAIR LTD.,Delta (BC),$23.50 hourly,"April 08, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49241270?source=searchresults
finish carpenter,Alliston Interiors Ltd.,Sidney (BC),$37.00 to $39.00 hourly (to be negotiated),"April 08, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49241376?source=searchresults
carpenter,KGK Siding Services Ltd.,Surrey (BC),$36.65 hourly,"April 08, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49240716?source=searchresults
electrician,CHATEAU DEVELOPMENTS LTD.,Surrey (BC),$36.60 hourly,"April 08, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49240773?source=searchresults
carpenter,Adriatic Demolition & Disposal Ltd.,New Westminster (BC),$37.00 hourly,"April 08, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49240606?source=searchresults
glass installer-glazier,ACM Glass Ltd,Surrey (BC),$36.70 hourly,"April 08, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49240052?source=searchresults
carpentry supervisor,Best Home Kitchen Cabinets Inc,Surrey (BC),$38.00 hourly,"April 08, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49240102?source=searchresults
commercial and retail sign installer supervisor,8D Customs Ltd.,Langley (BC),$37.50 hourly,"April 08, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49240082?source=searchresults
excavating machine operator,Armour Guard Fence Inc.,Surrey (BC),$37.00 hourly,"April 08, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49239563?source=searchresults
bobcat operator,Armour Guard Fence Inc.,Surrey (BC),$37.00 hourly,"April 08, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49239564?source=searchresults
drywall installer supervisor,Miri Piri Drywall Ltd.,Surrey (BC),$39.00 hourly,"April 07, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49234549?source=searchresults
asphalt roller operator,RIDGEVIEW PAVING LTD.,Surrey (BC),$37.00 hourly,"April 07, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49233885?source=searchresults
painter,Tall Guy Painting,Delta (BC),$28.00 to $29.00 hourly (to be negotiated),"April 07, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49233476?source=searchresults
glazier,Euroseal Contracting LTD.,Surrey (BC),$36.75 hourly,"April 07, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49232290?source=searchresults
glazier,Norden Windows And Doors Ltd.,Delta (BC),$37.00 hourly,"April 06, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49228508?source=searchresults
painter-decorator,Highlights Painting Ltd.,Abbotsford (BC),$36.60 hourly,"April 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49220611?source=searchresults
carpenter,Save On Top Drywall Ltd.,Surrey (BC),$31.60 hourly,"April 03, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49217103?source=searchresults
carpenter,A R Framing Ltd.,Surrey (BC),$36.60 hourly,"April 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49213199?source=searchresults
electrician,MID-KNIGHT ELECTRICAL LTD.,Surrey (BC),$35.00 hourly,"April 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49211772?source=searchresults
heavy-duty equipment operator,Hayer Demolition Ltd,Richmond (BC),$37.00 hourly,"April 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49565210?source=searchresults
carpenter,Boyal Enterprises,Abbotsford (BC),$36.60 hourly,"April 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49211405?source=searchresults
electrician,Neptune Homes Ltd.,Surrey (BC),$36.60 hourly,"April 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49207517?source=searchresults
telecommunications line installer,Kaptron Services Ltd.,Prince George (BC),$41.50 hourly,"March 31, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49200899?source=searchresults
carpenter,JJM Framing Ltd,Surrey (BC),$36.60 hourly,"March 31, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49201005?source=searchresults
trucking company general manager,Right-Link Transport Ltd.,Abbotsford (BC),$58.00 hourly,"March 31, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49200435?source=searchresults
carpenter,SHORELINE DRYWALL LTD.,Langford (BC),$37.00 hourly,"March 30, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49521769?source=searchresults
pest control supervisor,Orkin Canada Corporation,Coquitlam (BC),$37.50 hourly,"March 30, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49196910?source=searchresults
renovation carpenter,Dream Quality Renovation Limited,Abbotsford (BC),$37.00 hourly,"March 30, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49195357?source=searchresults
heavy equipment operator,Gold Paving Ltd,Surrey (BC),$37.00 hourly,"March 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49533495?source=searchresults
painter,Westridge Painting & Coating Ltd,Surrey (BC),$36.70 hourly,"March 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49186772?source=searchresults
carpenter,JADID WINDOWS & RENOVATION LTD.,Surrey (BC),$36.70 hourly,"March 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49186313?source=searchresults
carpenter,Attar Contracting Ltd.,Surrey (BC),$36.60 hourly,"March 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49185794?source=searchresults
duct installer,PERFECT AIR SOLUTIONS LTD,Surrey (BC),$37.00 hourly,"March 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49185786?source=searchresults
ironworker,Newton rebar service Ltd,Surrey (BC),$38.50 hourly,"March 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49590993?source=searchresults
carpenter supervisor,Toor Framing ltd.,Surrey (BC),$37.00 to $38.00 hourly (to be negotiated),"March 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49184632?source=searchresults
"carpenter, framing",V. Siemon Const & Renos Ltd.,Surrey (BC),$37.00 hourly,"March 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49184636?source=searchresults
steel stud framer - carpentry,Aspire Drywall Ltd.,Nanaimo (BC),$36.70 hourly,"March 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49463102?source=searchresults
residential painter,True Shades Painting Ltd,Surrey (BC),$36.65 hourly,"March 26, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49521240?source=searchresults
